CaseId,ActivityName,ActivityTime,Resource,Role,OrderType,OrderValue,Currency,Priority,PaymentTerms,VendorID,VendorName,VendorCategory,VendorRating,PreferredVendor,RequesterID,Department,CostCenter,ApprovalLevel,InvoiceNumber,InvoiceDate,InvoiceAmount,InvoiceStatus,PaymentMethod,PaymentStatus,PaymentDate,DiscountApplied
PO715448,Verify Successful Payment,2025-05-05 12:04:05,Payment Gateway,System,Standard,35455.23,EUR,High,Net30,V5891,Software Innovators,Services,4.1,False,EMP8460,Sales,CC990,2,INV-978157,2025-05-02,34351.34,Paid,Credit Card,Completed,2025-05-04,0.0
PO377896,Place Order,2025-05-04 14:00:00,Ahmed Al-Rashid,Requester,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO377896,Receive Order,2025-05-05 08:35:58,Carlos Rodriguez,Buyer,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO377896,Process Order,2025-05-05 08:53:50,Michael Brown,Buyer,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO377896,Receive Invoice,2025-05-05 09:52:29,Invoice System,System,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO377896,Review Invoice,2025-05-05 09:58:00,Paul Martinez,Ap Clerk,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO377896,Create Payment,2025-05-05 10:53:47,Paul Martinez,Ap Clerk,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO377896,Authorize Payment,2025-05-05 11:22:05,CFO Anderson,Approver,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO377896,Update Customer Balance,2025-05-05 11:47:50,Invoice System,System,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO377896,Verify Successful Payment,2025-05-05 11:53:37,Invoice System,System,Standard,2389.1,EUR,Medium,Immediate,V8692,Material World Inc,Software,3.8,False,EMP8994,Facilities,CC136,1,INV-919488,2025-05-02,2417.16,Paid,Bank Transfer,Completed,2025-05-04,72.81
PO250069,Place Order,2025-05-04 14:00:00,Ahmed Al-Rashid,Requester,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO250069,Receive Order,2025-05-05 08:29:28,Robert Taylor,Buyer,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO250069,Process Order,2025-05-05 08:47:28,Michael Brown,Buyer,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO250069,Receive Invoice,2025-05-05 09:41:10,Invoice System,System,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO250069,Review Invoice,2025-05-05 09:46:49,Paul Martinez,Ap Clerk,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO250069,Create Payment,2025-05-05 10:51:36,Paul Martinez,Ap Clerk,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO250069,Authorize Payment,2025-05-05 11:25:34,CFO Anderson,Approver,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO250069,Update Customer Balance,2025-05-05 11:52:52,Invoice System,System,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO250069,Verify Successful Payment,2025-05-05 11:59:44,Invoice System,System,Standard,7147.53,EUR,Medium,Net60,V9153,Software Innovators,Maintenance,4.4,True,EMP2210,HR,CC453,1,INV-711484,2025-04-29,7496.08,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO940886,Place Order,2025-05-04 14:00:00,Lisa Johnson,Requester,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO940886,Receive Order,2025-05-05 08:32:47,Robert Taylor,Buyer,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO940886,Process Order,2025-05-05 08:46:33,Jennifer Lee,Buyer,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO940886,Receive Invoice,2025-05-05 09:39:22,Invoice System,System,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO940886,Review Invoice,2025-05-05 09:46:16,Michelle Kim,Ap Clerk,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO940886,Create Payment,2025-05-05 10:56:12,James White,Ap Clerk,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO940886,Authorize Payment,2025-05-05 11:31:10,CFO Anderson,Approver,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO940886,Update Customer Balance,2025-05-05 12:06:46,Payment Gateway,System,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO940886,Verify Successful Payment,2025-05-05 12:13:22,Payment Gateway,System,Standard,91263.24,EUR,Medium,Net60,V4770,Digital Solutions Ltd,Software,4.4,True,EMP2591,Sales,CC761,2,INV-736553,2025-04-30,87059.86,Paid,Credit Card,Completed,2025-05-04,0.0
PO943671,Place Order,2025-05-04 14:00:00,Lisa Johnson,Requester,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO943671,Receive Order,2025-05-05 08:34:58,Robert Taylor,Buyer,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO943671,Process Order,2025-05-05 08:47:21,Emily Davis,Buyer,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO943671,Receive Invoice,2025-05-05 09:50:56,ERP System,System,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO943671,Review Invoice,2025-05-05 09:56:04,James White,Ap Clerk,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO943671,Create Payment,2025-05-05 11:07:58,Paul Martinez,Ap Clerk,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO943671,Authorize Payment,2025-05-05 11:34:47,Manager Williams,Approver,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO943671,Update Customer Balance,2025-05-05 12:03:27,Payment Gateway,System,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO943671,Verify Successful Payment,2025-05-05 12:09:52,Invoice System,System,Standard,965.87,USD,Medium,Net30,V7511,Global Tech Solutions,Services,4.3,False,EMP7242,Facilities,CC480,1,INV-986827,2025-04-29,928.04,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO203831,Place Order,2025-05-04 14:00:00,John Smith,Requester,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO203831,Receive Order,2025-05-05 08:28:46,Robert Taylor,Buyer,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO203831,Process Order,2025-05-05 08:41:30,Carlos Rodriguez,Buyer,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO203831,Receive Invoice,2025-05-05 09:31:42,ERP System,System,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO203831,Review Invoice,2025-05-05 09:38:03,Susan Clark,Ap Clerk,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO203831,Create Payment,2025-05-05 10:27:15,Susan Clark,Ap Clerk,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO203831,Authorize Payment,2025-05-05 11:00:42,Manager Williams,Approver,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO203831,Update Customer Balance,2025-05-05 11:25:31,Invoice System,System,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO203831,Verify Successful Payment,2025-05-05 11:30:49,ERP System,System,Express,23906.91,EUR,High,Net30,V7797,Digital Solutions Ltd,Services,3.9,True,EMP6942,Operations,CC802,2,INV-786735,2025-05-02,23589.75,Paid,Check,Completed,2025-05-04,0.0
PO251716,Place Order,2025-05-04 14:00:00,Maria Garcia,Requester,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO251716,Receive Order,2025-05-05 08:29:42,Anna Schmidt,Buyer,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO251716,Process Order,2025-05-05 08:45:16,Jennifer Lee,Buyer,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO251716,Receive Invoice,2025-05-05 09:55:58,ERP System,System,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO251716,Review Invoice,2025-05-05 10:02:30,Michelle Kim,Ap Clerk,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO251716,Create Payment,2025-05-05 11:03:01,Susan Clark,Ap Clerk,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO251716,Authorize Payment,2025-05-05 11:27:45,CFO Anderson,Approver,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO251716,Update Customer Balance,2025-05-05 12:01:55,Payment Gateway,System,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO251716,Verify Successful Payment,2025-05-05 12:08:22,Payment Gateway,System,Contract,900.63,USD,Medium,Net30,V1046,Acme Supplies Inc,Equipment,3.7,True,EMP6304,Operations,CC371,1,INV-390743,2025-04-30,860.32,Paid,Credit Card,Completed,2025-05-04,3.64
PO763829,Place Order,2025-05-04 14:00:00,Tom Anderson,Requester,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO763829,Receive Order,2025-05-05 08:29:25,Robert Taylor,Buyer,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO763829,Process Order,2025-05-05 08:43:27,Carlos Rodriguez,Buyer,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO763829,Receive Invoice,2025-05-05 09:48:57,Payment Gateway,System,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO763829,Review Invoice,2025-05-05 09:54:47,James White,Ap Clerk,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO763829,Create Payment,2025-05-05 11:05:40,James White,Ap Clerk,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO763829,Authorize Payment,2025-05-05 11:30:28,Director Johnson,Approver,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO763829,Update Customer Balance,2025-05-05 11:55:35,ERP System,System,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO763829,Verify Successful Payment,2025-05-05 12:02:11,Payment Gateway,System,Standard,1591.07,EUR,Medium,Net60,V5505,Office Depot Pro,Services,4.2,True,EMP2874,Facilities,CC766,1,INV-754644,2025-04-29,1651.17,Paid,Bank Transfer,Completed,2025-05-04,76.1
PO797660,Place Order,2025-05-04 14:00:00,Maria Garcia,Requester,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO797660,Receive Order,2025-05-05 08:33:09,Carlos Rodriguez,Buyer,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO797660,Process Order,2025-05-05 08:50:13,Anna Schmidt,Buyer,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO797660,Receive Invoice,2025-05-05 09:52:56,Invoice System,System,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO797660,Review Invoice,2025-05-05 09:59:05,Michelle Kim,Ap Clerk,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO797660,Create Payment,2025-05-05 11:06:59,Paul Martinez,Ap Clerk,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO797660,Authorize Payment,2025-05-05 11:33:09,VP Chen,Approver,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO797660,Update Customer Balance,2025-05-05 12:08:12,Payment Gateway,System,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO797660,Verify Successful Payment,2025-05-05 12:13:01,ERP System,System,Blanket,7029.45,USD,High,Net30,V7730,Office Depot Pro,Materials,3.7,True,EMP3535,Engineering,CC329,1,INV-470774,2025-04-30,7273.57,Paid,Bank Transfer,Completed,2025-05-04,260.43
PO494468,Place Order,2025-05-04 14:00:00,Priya Patel,Requester,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO494468,Receive Order,2025-05-05 08:31:17,Jennifer Lee,Buyer,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO494468,Process Order,2025-05-05 08:47:48,Robert Taylor,Buyer,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO494468,Receive Invoice,2025-05-05 09:46:07,Payment Gateway,System,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO494468,Review Invoice,2025-05-05 09:52:33,Michelle Kim,Ap Clerk,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO494468,Create Payment,2025-05-05 10:56:34,Paul Martinez,Ap Clerk,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO494468,Authorize Payment,2025-05-05 11:25:18,Director Johnson,Approver,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO494468,Update Customer Balance,2025-05-05 11:49:24,Payment Gateway,System,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO494468,Verify Successful Payment,2025-05-05 11:56:28,ERP System,System,Standard,182581.91,USD,Medium,Net15,V9691,Service Specialists,Materials,4.8,True,EMP3579,Facilities,CC150,3,INV-325583,2025-05-01,185758.26,Paid,Bank Transfer,Completed,2025-05-04,0.0
PO498676,Place Order,2025-05-04 14:00:00,Tom Anderson,Requester,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO498676,Receive Order,2025-05-05 08:27:28,Emily Davis,Buyer,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO498676,Process Order,2025-05-05 08:40:30,Carlos Rodriguez,Buyer,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO498676,Receive Invoice,2025-05-05 09:48:28,Payment Gateway,System,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO498676,Review Invoice,2025-05-05 09:53:29,Susan Clark,Ap Clerk,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO498676,Create Payment,2025-05-05 10:51:56,Susan Clark,Ap Clerk,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO498676,Authorize Payment,2025-05-05 11:20:41,VP Chen,Approver,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO498676,Update Customer Balance,2025-05-05 11:53:38,ERP System,System,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO498676,Verify Successful Payment,2025-05-05 11:59:14,ERP System,System,Standard,748.8,USD,Medium,Net60,V3878,TechStart Solutions,Equipment,4.7,True,EMP8147,Operations,CC179,1,INV-235461,2025-04-28,775.91,Paid,Bank Transfer,Completed,2025-05-04,19.09
PO207798,Place Order,2025-05-04 14:00:00,Lisa Johnson,Requester,Standard,41443.42,USD,Medium,Net15,V3419,Material World Inc,Equipment,4.9,False,EMP8601,Facilities,CC878,2,INV-347745,2025-04-29,41772.76,Paid,Credit Card,Completed,2025-05-04,0.0
PO207798,Receive Order,2025-05-05 08:34:22,Jennifer Lee,Buyer,Standard,41443.42,USD,Medium,Net15,V3419,Material World Inc,Equipment,4.9,False,EMP8601,Facilities,CC878,2,INV-347745,2025-04-29,41772.76,Paid,Credit Card,Completed,2025-05-04,0.0
PO207798,Process Order,2025-05-05 08:49:00,Emily Davis,Buyer,Standard,41443.42,USD,Medium,Net15,V3419,Material World Inc,Equipment,4.9,False,EMP8601,Facilities,CC878,2,INV-347745,2025-04-29,41772.76,Paid,Credit Card,Completed,2025-05-04,0.0
PO207798,Receive Invoice,2025-05-05 09:56:07,Invoice System,System,Standard,41443.42,USD,Medium,Net15,V3419,Material World Inc,Equipment,4.9,False,EMP8601,Facilities,CC878,2,INV-347745,2025-04-29,41772.76,Paid,Credit Card,Completed,2025-05-04,0.0
PO207798,Review Invoice,2025-05-05 10:01:03,James White,Ap Clerk,Standard,41443.42,USD,Medium,Net15,V3419,Material World Inc,Equipment,4.9,False,EMP8601,Facilities,CC878,2,INV-347745,2025-04-29,41772.76,Paid,Credit Card,Completed,2025-05-04,0.0
PO207798,Create Payment,2025-05-05 11:00:08,Paul Martinez,Ap Clerk,Standard,41443.42,USD,Medium,Net15,V3419,Material World Inc,Equipment,4.9,False,EMP8601,Facilities,CC878,2,INV-347745,2025-04-29,41772.76,Paid,Credit Card,Completed,2025-05-04,0.0
PO207798,Authorize Payment,2025-05-05 11:28:33,VP Chen,Approver,Standard,41443.42,USD,Medium,Net15,V3419,Material World Inc,Equipment,4.9,False,EMP8601,Facilities,CC878,2,INV-347745,2025-04-29,41772.76,Paid,Credit Card,Completed,2025-05-04,0.0
